panel_id,week,tg,ii,age,income,education,gender,t_kakao_talk,t_anipang,t_kakao_story,t_kakao_game,n_kakao_game,t_non_kakao_game,n_non_kakao_game,t_non_kakao_story,n_non_kakao_story,t_non_kakao_talk,n_non_kakao_talk,t_non_kakao,n_non_kakao
22013,2,0,0,2,2,4,Female,28232,0,0,0,0,1307,1,4990,3,1210,3,32840,33
2207,1,0,0,3,4,4,Male,6543,0,0,0,0,6539,1,0,0,36017,6,100255,57
2207,2,0,0,3,4,4,Male,7955,0,0,0,0,19585,1,0,0,11744,4,77995,52
22082,1,0,0,2,3,4,Female,5306,0,0,0,0,0,0,561,1,223,1,12340,25
22082,2,0,0,2,3,4,Female,17191,0,107,0,0,0,0,1521,1,1173,1,32011,29
22150,1,1,0,2,2,4,Female,9798,0,11464,0,0,13921,1,0,0,3978,1,26084,26
22150,2,1,1,2,2,4,Female,12948,18643,3636,709,1,20417,1,521,2,1503,3,47291,29
22155,1,0,0,3,3,3,Female,7667,0,2806,0,0,10254,2,0,0,1542,1,34243,26
22155,2,0,0,3,3,3,Female,3555,0,1829,0,0,32231,3,0,0,3967,1,92638,34
22262,1,0,0,4,4,2,Male,10749,0,8,0,0,1675,5,641,1,9951,3,61440,39
22262,2,0,0,4,4,2,Male,8427,0,12,0,0,0,0,43,1,2740,2,55411,26
22283,1,0,0,3,4,4,Female,1532,0,0,0,0,25164,4,0,0,1357,2,27902,17
22283,2,0,0,3,4,4,Female,1100,0,0,0,0,8320,4,0,0,437,2,9658,15
22379,1,0,0,2,3,4,Male,2382,0,0,0,0,0,0,0,0,24646,3,28578,13
22379,2,0,0,2,3,4,Male,640,0,0,0,0,0,0,0,0,6820,3,15220,8
22382,1,0,0,1,3,1,Female,36178,0,0,0,0,61,2,0,0,14963,2,72498,33
22382,2,0,0,1,3,1,Female,53775,0,0,0,0,0,0,0,0,11767,3,81750,24
22403,1,0,0,1,1,1,Female,136533,0,30082,0,0,0,0,9295,1,707,3,16246,26
22403,2,0,0,1,1,1,Female,161971,0,20011,0,0,0,0,6453,1,319,3,20191,26
22420,1,0,0,5,4,4,Male,15680,0,1161,0,0,4778,2,858,1,25264,2,40362,18
22420,2,0,0,5,4,4,Male,32730,0,0,0,0,329,1,67,1,44798,1,50735,13
22427,1,0,0,3,2,4,Male,3043,0,1579,0,0,0,0,151,1,407,1,15196,26
22427,2,0,0,3,2,4,Male,4792,0,972,0,0,0,0,3,1,1489,1,6344,18
22439,1,0,0,3,2,4,Male,9283,0,0,0,0,50800,3,0,0,1553,1,63660,21
22439,2,0,0,3,2,4,Male,11126,0,0,0,0,32006,3,0,0,3320,1,50382,21
22457,1,0,0,2,3,3,Male,710,0,0,0,0,8402,2,4,1,218,1,65415,35
22457,2,0,0,2,3,3,Male,731,0,0,0,0,3513,1,0,0,370,1,60193,30
22482,1,0,0,1,4,1,Male,28386,0,9053,0,0,5805,3,30,1,752,2,48545,23
22482,2,0,0,1,4,1,Male,46243,0,24422,0,0,589,3,0,0,176,3,45713,23
22518,1,0,0,3,2,4,Female,6490,0,0,0,0,0,0,0,0,1985,2,22697,29
22518,2,0,0,3,2,4,Female,8732,0,0,0,0,0,0,0,0,2260,2,19347,22
22536,1,0,0,3,2,4,Male,4295,0,1853,0,0,3589,1,4,1,1860,3,46356,35
22536,2,0,0,3,2,4,Male,3628,0,1892,0,0,2343,2,0,0,2491,1,41338,36
22645,1,1,0,2,2,4,Female,43284,0,1086,0,0,71578,10,17158,2,156,2,140681,53
22645,2,1,1,2,2,4,Female,31441,13634,3433,18872,6,33614,5,16118,2,281,2,105200,44
22670,1,0,0,4,4,4,Female,1895,0,190,0,0,85,1,0,0,2614,1,11660,14
22670,2,0,0,4,4,4,Female,3976,0,67,0,0,1126,2,0,0,2268,1,12081,10
2269,1,0,0,3,4,4,Male,0,0,0,0,0,34479,5,0,0,3136,3,62373,26
2269,2,0,0,3,4,4,Male,0,0,0,0,0,45598,4,0,0,726,2,84795,18
22704,1,0,0,2,3,3,Male,18315,0,95,0,0,23446,1,3719,2,1074,1,72247,35
22704,2,0,0,2,3,3,Male,12906,0,134,157,1,36577,1,3009,2,406,1,62101,38
22717,1,1,0,3,3,4,Female,15718,0,6384,0,0,34749,5,2594,1,4957,1,69832,31
22717,2,1,1,3,3,4,Female,13036,10,3707,0,0,23959,3,815,1,2570,1,82581,27
2273,1,0,0,3,2,4,Male,1504,0,664,0,0,10008,1,0,0,924,3,30572,29
2273,2,0,0,3,2,4,Male,2967,0,997,0,0,7869,1,0,0,1842,3,23272,29
22731,1,1,0,3,3,4,Female,4944,0,175,0,0,18027,2,0,0,6985,2,104512,35
22731,2,1,1,3,3,4,Female,3187,138,977,0,0,15024,2,0,0,3180,2,91932,34
22750,1,0,0,4,3,4,Female,0,0,0,0,0,0,0,4589,2,25982,3,74630,44
22750,2,0,0,4,3,4,Female,0,0,0,0,0,78,1,934,2,12371,3,82771,60
22764,1,0,0,3,2,4,Female,12917,0,0,0,0,0,0,0,0,1555,1,51203,15
22764,2,0,0,3,2,4,Female,13228,0,0,0,0,0,0,0,0,2356,1,62602,13
22786,1,0,0,2,3,4,Female,31589,0,11440,0,0,0,0,4664,3,1906,2,52621,37
22786,2,0,0,2,3,4,Female,13706,0,7325,0,0,3,1,1854,3,1895,4,53797,43
22887,1,0,0,2,4,4,Female,34373,0,2806,0,0,18891,3,0,0,22837,2,77006,45
22887,2,0,0,2,4,4,Female,17221,0,2538,0,0,9379,2,0,0,11839,3,49326,36
22909,1,0,0,3,4,4,Female,13212,0,0,0,0,0,0,91,1,981,3,43945,28
22909,2,0,0,3,4,4,Female,21232,0,0,0,0,0,0,0,0,1008,3,39583,27
22972,1,0,0,3,1,4,Female,3786,0,4681,0,0,0,0,0,0,1066,1,20187,16
22972,2,0,0,3,1,4,Female,10137,0,6110,0,0,0,0,0,0,808,1,30559,18
22983,1,0,0,3,3,4,Male,4114,0,0,0,0,0,0,78,1,5718,2,69038,26
22983,2,0,0,3,3,4,Male,1107,0,0,0,0,0,0,0,0,4365,1,68257,24
23047,1,0,0,4,3,4,Female,528,0,211,0,0,0,0,618,2,120,1,857,6
23047,2,0,0,4,3,4,Female,5901,0,2566,0,0,0,0,9875,3,11036,2,30045,21
23070,1,0,0,1,3,1,Male,572,0,3526,0,0,25,1,0,0,4756,1,36084,20
23070,2,0,0,1,3,1,Male,3623,0,4206,0,0,698,1,0,0,2868,1,30517,22
23073,1,0,0,4,3,4,Female,2782,0,2093,0,0,16973,3,3436,2,4205,2,141759,48
23073,2,0,0,4,3,4,Female,4431,0,1581,0,0,7174,2,8644,1,4126,1,170244,36
23078,1,0,0,4,2,2,Female,0,0,0,0,0,0,0,0,0,8240,2,14538,22
23078,2,0,0,4,2,2,Female,0,0,0,0,0,0,0,0,0,7663,2,19196,16
23079,1,0,0,3,2,4,Female,0,0,0,0,0,0,0,4,1,1066,2,3112,10
23079,2,0,0,3,2,4,Female,0,0,0,0,0,0,0,0,0,2674,3,3265,9
23080,1,0,0,4,2,4,Male,9444,0,6,0,0,0,0,0,0,824,1,11092,35
23080,2,0,0,4,2,4,Male,7580,0,3,0,0,0,0,0,0,1531,1,30650,28
23085,1,0,0,4,3,4,Female,16060,0,0,0,0,0,0,0,0,3567,3,7398,17
23085,2,0,0,4,3,4,Female,13955,0,0,0,0,0,0,0,0,6725,2,24095,13
23117,1,0,0,1,3,1,Male,12889,0,18594,0,0,971,1,0,0,10042,3,112504,33
23117,2,0,0,1,3,1,Male,1689,0,2864,352,1,183,3,0,0,6102,3,142231,35
23119,1,0,0,4,3,4,Female,760,0,0,0,0,0,0,18,2,28400,1,40786,14
23119,2,0,0,4,3,4,Female,0,0,0,0,0,0,0,55,1,8706,1,11196,10
23121,1,0,0,4,3,4,Male,0,0,0,0,0,0,0,0,0,15684,2,41237,11
23121,2,0,0,4,3,4,Male,0,0,0,0,0,0,0,0,0,10729,3,28000,8
23128,1,0,0,4,3,4,Female,5253,0,6717,0,0,7300,1,0,0,2210,1,51840,18
23128,2,0,0,4,3,4,Female,7963,0,12978,0,0,16328,2,15,1,1895,1,27754,19
23150,1,0,0,1,3,1,Male,5073,0,1399,0,0,9652,2,0,0,4759,2,30066,11
23150,2,0,0,1,3,1,Male,4355,0,2806,0,0,275,2,0,0,1800,2,13114,14
23178,1,0,0,3,2,2,Female,1398,0,0,0,0,0,0,0,0,20370,1,30954,12
23178,2,0,0,3,2,2,Female,1908,0,12,0,0,0,0,0,0,10714,1,17636,8
23197,1,0,0,4,3,4,Female,4371,0,0,0,0,5668,3,0,0,5087,1,53163,34
23197,2,0,0,4,3,4,Female,5126,0,0,0,0,3324,3,0,0,5713,1,36096,27
23203,1,0,0,2,3,4,Female,845,0,0,0,0,0,0,0,0,2558,2,9540,26
23203,2,0,0,2,3,4,Female,3200,0,0,0,0,20766,2,0,0,4234,2,47761,25
23211,1,0,0,3,4,4,Male,4560,0,0,0,0,25325,4,3985,2,3050,2,52017,39
23211,2,0,0,3,4,4,Male,3928,0,0,0,0,10527,4,1960,2,895,2,33253,39
23214,1,0,0,3,2,4,Female,3466,0,0,0,0,0,0,5,1,8459,4,13542,19
23214,2,0,0,3,2,4,Female,3459,0,0,0,0,0,0,4,1,8324,2,22123,10
23237,1,0,0,4,3,2,Female,123,0,0,0,0,0,0,0,0,4995,1,25940,15
23237,2,0,0,4,3,2,Female,8427,0,0,0,0,0,0,0,0,5872,1,7323,13
23242,1,0,0,2,2,3,Male,4828,0,0,0,0,0,0,0,0,0,0,3093,7
23242,2,0,0,2,2,3,Male,875,0,0,0,0,0,0,0,0,0,0,11479,9
2326,1,0,0,3,4,4,Male,0,0,0,0,0,1229,1,0,0,4049,2,18092,20
2326,2,0,0,3,4,4,Male,0,0,0,0,0,0,0,0,0,771,2,4141,12
23277,1,0,0,4,2,2,Female,1030,0,120,0,0,0,0,9,2,4608,1,10152,24
23277,2,0,0,4,2,2,Female,337,0,60,0,0,1593,2,0,0,3801,1,9762,18
23335,1,0,0,3,3,4,Male,8078,0,0,0,0,60,1,205,1,4494,3,132107,23
23335,2,0,0,3,3,4,Male,4832,0,72,0,0,238,3,0,0,930,1,138220,29
23396,1,0,0,3,3,4,Female,1396,0,0,0,0,0,0,0,0,6083,1,15472,19
23396,2,0,0,3,3,4,Female,2163,0,0,0,0,0,0,0,0,5534,3,10156,13
23444,1,0,0,2,2,3,Male,31909,0,0,0,0,1691,1,2131,1,1599,4,103172,45
23444,2,0,0,2,2,3,Male,24925,0,423,0,0,512,1,3943,1,1357,3,36639,43
23452,1,0,0,3,2,4,Female,52137,0,4236,0,0,16635,2,0,0,3761,3,30892,31
23452,2,0,0,3,2,4,Female,24932,0,11052,0,0,29815,2,0,0,23687,2,71050,25
23456,1,0,0,5,2,2,Male,333,0,0,0,0,0,0,0,0,29576,1,30714,10
23456,2,0,0,5,2,2,Male,48,0,0,0,0,0,0,0,0,33447,1,57225,4
23464,1,0,0,3,4,4,Male,459,0,732,0,0,2164,3,12,2,1036,1,14006,21
23464,2,0,0,3,4,4,Male,3052,0,15,0,0,0,0,0,0,1754,1,8310,17
23507,1,0,0,3,4,4,Male,23675,0,37,0,0,14724,5,53,1,3258,3,40469,39
23507,2,0,0,3,4,4,Male,37040,0,13,880,1,10727,2,20,1,7141,3,55099,26
23519,1,1,0,3,2,2,Female,17997,0,11031,0,0,556,2,0,0,2010,2,46645,37
23519,2,1,1,3,2,2,Female,16070,19982,9388,0,0,3686,2,0,0,1144,2,14787,35
23533,1,0,0,2,4,4,Male,13619,0,0,0,0,8985,3,1195,1,393,2,35402,28
23533,2,0,0,2,4,4,Male,15394,0,0,0,0,1743,2,5676,1,430,1,63358,26
23570,1,0,0,2,2,4,Male,8895,0,437,0,0,0,0,0,0,919,1,2167,11
23570,2,0,0,2,2,4,Male,10398,0,903,0,0,431,1,0,0,1149,1,3554,12
23585,1,0,0,5,3,2,Female,2102,0,0,0,0,0,0,0,0,1998,1,16177,15
23585,2,0,0,5,3,2,Female,3129,0,0,0,0,0,0,0,0,35041,1,43015,18
23610,1,0,0,3,2,4,Female,5416,0,6245,0,0,1600,1,12,1,1568,3,16957,33
23610,2,0,0,3,2,4,Female,96,0,1116,0,0,2957,1,0,0,12,2,4311,16
23647,1,0,0,3,2,3,Male,10142,0,0,0,0,0,0,0,0,227,1,6894,9
23647,2,0,0,3,2,3,Male,7808,0,0,0,0,0,0,0,0,47,1,10297,15
23741,1,0,0,1,3,1,Male,0,0,0,0,0,846,2,0,0,0,0,846,2
23741,2,0,0,1,3,1,Male,0,0,0,0,0,0,0,0,0,38,1,2022,4
23751,1,0,0,1,4,1,Female,3668,0,627,0,0,3746,1,39,1,617,3,29934,28
23751,2,0,0,1,4,1,Female,1684,0,323,0,0,7056,1,3,1,904,3,22631,27
23770,1,0,0,5,3,4,Male,3216,0,404,0,0,0,0,100,1,1845,2,76244,16
23770,2,0,0,5,3,4,Male,91,0,0,0,0,0,0,146,1,227,1,5955,10
23772,1,0,0,4,3,2,Female,4822,0,212,0,0,0,0,0,0,4249,2,72129,22
23772,2,0,0,4,3,2,Female,8490,0,372,0,0,0,0,0,0,23474,2,51542,18
238,1,0,0,5,4,4,Male,2150,0,0,0,0,57,1,379,1,5406,3,36887,24
238,2,0,0,5,4,4,Male,1073,0,0,0,0,415,1,102,1,1315,1,32648,23
2380,1,0,0,4,3,4,Male,18245,0,254,0,0,18449,1,148,1,2379,2,29482,26
2380,2,0,0,4,3,4,Male,41580,0,970,0,0,107791,3,0,0,5811,2,148853,34
2385,1,0,0,3,3,4,Male,0,0,0,0,0,8051,2,0,0,794,1,10788,11
2385,2,0,0,3,3,4,Male,0,0,0,0,0,18102,2,0,0,312,1,20828,11
23928,1,0,0,1,2,1,Male,9,0,4,0,0,2705,4,0,0,104,2,4250,11
23928,2,0,0,1,2,1,Male,0,0,0,0,0,0,0,0,0,329,2,69785,10
23937,1,0,0,3,4,4,Male,0,0,0,0,0,15910,3,0,0,647,1,20794,20
23937,2,0,0,3,4,4,Male,0,0,0,0,0,7933,7,0,0,1371,1,20376,20
23942,1,0,0,1,4,1,Female,4034,0,3989,0,0,13820,15,169,1,1649,2,35405,45
23942,2,0,0,1,4,1,Female,2983,0,6320,0,0,16091,21,1823,2,1132,2,59171,51
23948,1,0,0,1,3,1,Male,12889,0,18594,0,0,971,1,0,0,10042,3,112504,33
23948,2,0,0,1,3,1,Male,1689,0,2864,352,1,183,3,0,0,6102,3,142231,35
23954,1,0,0,3,4,4,Female,607,0,0,0,0,0,0,0,0,0,0,1467,2
23954,2,0,0,3,4,4,Female,3652,0,1824,0,0,2865,1,4293,1,954,3,15776,13
23978,1,0,0,3,2,4,Male,5262,0,0,0,0,657,3,6,1,8590,1,139946,29
23978,2,0,0,3,2,4,Male,1664,0,0,0,0,616,2,0,0,6481,1,109934,30
23986,1,0,0,4,3,2,Female,605,0,85,0,0,12592,1,336,1,49,1,16683,10
23986,2,0,0,4,3,2,Female,2644,0,865,0,0,19741,5,11162,1,1945,1,44939,23
24006,1,0,0,3,2,2,Female,5150,0,0,0,0,2175,1,19,1,2831,4,27880,29
24006,2,0,0,3,2,2,Female,11788,0,0,0,0,7973,1,0,0,1833,3,20983,25
24068,1,0,0,1,4,1,Male,28386,0,9053,0,0,5805,3,30,1,752,2,48545,23
24068,2,0,0,1,4,1,Male,46243,0,24422,0,0,589,3,0,0,176,3,45713,23
24092,1,0,0,2,4,4,Female,14680,0,864,0,0,0,0,0,0,374,1,2583,9
24092,2,0,0,2,4,4,Female,11726,0,1550,0,0,0,0,0,0,297,1,1384,13
24125,1,1,0,3,3,4,Female,2040,0,0,0,0,13060,1,0,0,3651,2,70716,42
24125,2,1,1,3,3,4,Female,21632,20909,0,0,0,1608,1,0,0,2599,3,42098,36
24138,1,0,0,2,3,4,Female,1175,0,423,0,0,0,0,0,0,139,2,700,7
24138,2,0,0,2,3,4,Female,9554,0,2921,0,0,0,0,0,0,17979,2,20213,11
24160,1,0,0,1,4,1,Female,23405,0,2840,0,0,0,0,3983,3,940,2,86989,37
24160,2,0,0,1,4,1,Female,56908,0,2475,220,1,0,0,3140,3,1384,3,72501,22
24189,1,1,0,2,4,4,Female,60594,0,2142,0,0,0,0,0,0,5664,2,22293,32
24189,2,1,1,2,4,4,Female,52465,409,4149,0,0,0,0,0,0,15066,2,20678,23
24195,1,0,0,4,3,4,Male,3615,0,8308,0,0,15247,4,0,0,197,1,65244,22
24195,2,0,0,4,3,4,Male,5483,0,18769,0,0,25033,5,0,0,370,1,45879,22
24196,1,0,0,3,3,4,Female,1875,0,5245,0,0,632,1,0,0,3925,4,10452,30
24196,2,0,0,3,3,4,Female,4300,0,5994,0,0,103,1,0,0,1329,2,8831,21
24211,1,1,0,2,2,3,Female,78358,0,1826,0,0,0,0,3722,2,3400,3,27861,30
24211,2,1,1,2,2,3,Female,88289,47665,2781,420,1,1154,2,4584,1,616,2,40201,26
24219,1,0,0,4,3,4,Female,13511,0,795,0,0,0,0,0,0,15851,2,21298,18
24219,2,0,0,4,3,4,Female,1512,0,231,0,0,0,0,0,0,2130,1,6282,11
24253,1,0,0,2,3,4,Female,4128,0,0,0,0,0,0,0,0,12783,2,63819,20
24253,2,0,0,2,3,4,Female,0,0,0,0,0,0,0,0,0,1175,2,2302,8
24275,1,1,0,3,4,4,Female,19543,0,1015,0,0,0,0,2634,1,857,2,8803,19
24275,2,1,1,3,4,4,Female,80772,25351,15937,3204,1,0,0,3459,1,4328,2,37415,29
24279,1,1,0,2,2,2,Female,23499,0,0,0,0,0,0,108,1,24020,2,41077,33
24279,2,1,1,2,2,2,Female,35890,209,7556,520,1,0,0,4378,1,11550,3,39647,34
24295,1,0,0,2,2,4,Female,9989,0,0,0,0,0,0,4496,3,876,2,91586,34
24295,2,0,0,2,2,4,Female,5383,0,0,0,0,0,0,4544,3,667,3,74724,36
24310,1,0,0,3,2,4,Female,8036,0,12370,0,0,0,0,0,0,2536,3,17338,26
24310,2,0,0,3,2,4,Female,8016,0,17768,0,0,0,0,0,0,3694,3,39678,33
24344,1,0,0,2,4,3,Male,4213,0,5317,0,0,0,0,6152,1,3286,1,22084,18
24344,2,0,0,2,4,3,Male,4283,0,5268,0,0,0,0,5292,1,999,1,27785,22
2435,1,0,0,3,4,4,Female,2714,0,0,0,0,63422,2,0,0,3932,3,76859,19
2435,2,0,0,3,4,4,Female,1656,0,0,0,0,68134,2,0,0,2260,2,91705,24
24371,1,0,0,3,4,4,Male,6698,0,1917,0,0,4,1,0,0,2025,3,24471,29
24371,2,0,0,3,4,4,Male,17246,0,5073,91,2,0,0,0,0,4991,5,93350,48
24379,1,1,0,2,3,4,Female,2776,0,3297,0,0,123,1,0,0,3068,4,22841,30
24379,2,1,1,2,3,4,Female,5062,1025,873,249,2,1400,1,0,0,4411,2,36247,35
2439,1,0,0,3,3,4,Female,1793,0,0,0,0,0,0,0,0,2749,2,5503,11
2439,2,0,0,3,3,4,Female,105,0,0,0,0,0,0,10,1,1889,1,6793,11
24390,1,0,0,2,3,4,Female,9797,0,0,0,0,21,1,429,2,3099,4,13959,35
24390,2,0,0,2,3,4,Female,16785,0,0,0,0,111,1,492,2,4130,5,32194,33
24411,1,0,0,2,4,4,Male,7863,0,0,0,0,0,0,79,2,250,1,3477,9
24411,2,0,0,2,4,4,Male,18147,0,0,0,0,0,0,2193,2,1791,2,5511,13
24435,1,0,0,3,2,3,Male,1559,0,0,0,0,0,0,0,0,8550,2,11014,14
24435,2,0,0,3,2,3,Male,672,0,0,0,0,0,0,0,0,6703,1,9422,13
24439,1,0,0,4,4,4,Female,1010,0,13,0,0,7098,3,0,0,3675,3,41532,26
24439,2,0,0,4,4,4,Female,151,0,10,0,0,227,1,0,0,9056,3,48175,34
24468,1,0,0,3,2,4,Male,91654,0,0,0,0,0,0,0,0,3677,2,9693,20
24468,2,0,0,3,2,4,Male,59789,0,0,0,0,10,1,0,0,1812,1,23416,23
24493,1,0,0,5,3,2,Male,0,0,0,0,0,0,0,0,0,0,0,22892,1
24493,2,0,0,5,3,2,Male,29,0,0,0,0,0,0,0,0,30,2,180,3
24496,1,0,0,3,3,4,Female,2931,0,0,0,0,5736,5,0,0,2016,2,47891,30
24496,2,0,0,3,3,4,Female,3333,0,0,0,0,7031,4,124,1,2738,1,68341,25
24520,1,0,0,2,4,4,Female,24337,0,9451,0,0,0,0,31072,2,6129,2,51492,26
24520,2,0,0,2,4,4,Female,53630,0,23742,0,0,0,0,34854,3,11894,3,100417,33
24565,1,0,0,3,4,4,Male,2317,0,0,0,0,1448,1,2768,1,3558,2,12383,18
24565,2,0,0,3,4,4,Male,3429,0,0,0,0,278,1,4008,1,3018,2,13174,19
24590,1,0,0,1,2,1,Male,65,0,0,0,0,0,0,1697,3,374,3,20986,13
24590,2,0,0,1,2,1,Male,16,0,0,0,0,0,0,331,3,1494,3,4334,14
24679,1,1,0,3,4,4,Female,6348,0,2479,0,0,7302,1,0,0,3042,4,33977,20
24679,2,1,1,3,4,4,Female,7038,30130,2370,279,1,5125,1,0,0,3216,3,27346,23
24691,1,0,0,2,3,4,Female,40137,0,0,0,0,3695,4,1873,1,5071,3,27013,33
24691,2,0,0,2,3,4,Female,11829,0,0,0,0,0,0,1395,1,2225,2,15734,24
24707,1,0,0,3,2,4,Female,15339,0,0,0,0,9,1,0,0,25244,1,137585,24
24707,2,0,0,3,2,4,Female,4495,0,0,0,0,2167,3,10,1,31104,1,121802,28
24734,1,0,0,3,4,4,Male,12497,0,0,0,0,0,0,0,0,2431,2,4049,15
24734,2,0,0,3,4,4,Male,11436,0,0,0,0,0,0,0,0,4796,1,6455,5
24790,1,0,0,4,3,4,Male,2673,0,909,0,0,0,0,0,0,5251,3,45318,25
24790,2,0,0,4,3,4,Male,849,0,0,0,0,0,0,0,0,5747,3,45242,19
24834,1,0,0,5,3,2,Female,5429,0,39,0,0,14455,1,6531,1,2996,2,42366,19
24834,2,0,0,5,3,2,Female,5463,0,9,0,0,2739,1,4607,2,2963,3,28044,22
24851,1,0,0,3,4,4,Female,18465,0,4045,0,0,34188,3,0,0,6510,2,81490,28
24851,2,0,0,3,4,4,Female,8487,0,564,0,0,43944,10,0,0,4014,2,74818,33
24854,1,0,0,1,4,1,Female,8577,0,846,0,0,10866,2,0,0,4099,2,180738,27
24854,2,0,0,1,4,1,Female,1485,0,867,0,0,10699,7,153,1,1256,3,120943,33
2486,1,0,0,3,4,4,Male,4354,0,466,0,0,0,0,932,1,2094,1,10409,13
2486,2,0,0,3,4,4,Male,5923,0,284,0,0,0,0,824,1,6173,2,27967,23
24889,1,0,0,2,2,3,Male,32483,0,989,0,0,0,0,1422,3,1316,4,22325,42
24889,2,0,0,2,2,3,Male,30117,0,934,0,0,0,0,1127,2,1750,4,31800,55
24907,1,0,0,3,3,4,Male,12771,0,0,0,0,316,1,0,0,2367,2,33334,18
24907,2,0,0,3,3,4,Male,14837,0,0,0,0,0,0,0,0,2889,3,21604,20
24981,1,0,0,2,4,4,Female,11554,0,0,0,0,0,0,0,0,3889,1,8996,16
24981,2,0,0,2,4,4,Female,16719,0,0,0,0,0,0,6,1,2590,1,7347,23
25022,1,0,0,4,4,4,Male,2796,0,444,0,0,0,0,1707,2,16302,3,51137,25
25022,2,0,0,4,4,4,Male,4838,0,36,0,0,0,0,172,1,17847,4,43053,18
25063,1,0,0,3,4,4,Male,16000,0,0,0,0,6898,1,60,1,5363,3,40037,29
25063,2,0,0,3,4,4,Male,20151,0,0,0,0,532,1,0,0,1907,2,8799,26
25089,1,0,0,3,3,4,Female,1793,0,0,0,0,0,0,0,0,2749,2,5503,11
25089,2,0,0,3,3,4,Female,105,0,0,0,0,0,0,10,1,1889,1,6793,11
25101,1,0,0,3,3,4,Male,3712,0,0,0,0,0,0,0,0,4224,2,13862,16
25101,2,0,0,3,3,4,Male,2701,0,0,0,0,0,0,0,0,702,1,13486,18
25123,1,0,0,2,3,2,Female,1051,0,0,0,0,385,1,1587,1,2183,1,16204,28
25123,2,0,0,2,3,2,Female,9668,0,0,0,0,0,0,1768,1,6855,3,25841,21
2514,1,0,0,4,2,4,Male,0,0,0,0,0,0,0,0,0,6935,2,22239,27
2514,2,0,0,4,2,4,Male,0,0,0,0,0,10,1,0,0,4883,2,36056,28
2518,1,0,0,4,4,4,Female,17254,0,2919,0,0,22793,1,0,0,12539,3,47546,25
2518,2,0,0,4,4,4,Female,14480,0,2069,0,0,19916,2,0,0,6822,3,35855,25
25197,1,0,0,2,3,3,Female,20221,0,199,0,0,0,0,8427,2,1354,1,30730,32
25197,2,0,0,2,3,3,Female,48153,0,475,0,0,0,0,20159,2,2056,1,73091,29
2520,1,0,0,5,3,4,Male,1656,0,0,0,0,0,0,2433,1,2268,2,43362,25
2520,2,0,0,5,3,4,Male,314,0,0,0,0,0,0,2286,1,6151,2,63144,29
25205,1,0,0,4,4,4,Male,160,0,0,0,0,0,0,0,0,427,2,42566,11
25205,2,0,0,4,4,4,Male,123,0,0,0,0,0,0,66,1,573,3,3361,14
25236,1,0,0,2,2,4,Female,49089,0,645,0,0,166,1,19,1,1598,7,25678,39
25236,2,0,0,2,2,4,Female,55037,0,906,0,0,0,0,5777,2,5124,7,36151,39
25239,1,0,0,3,3,4,Female,2841,0,1625,0,0,0,0,0,0,1352,1,10900,12
25239,2,0,0,3,3,4,Female,7664,0,1550,0,0,0,0,0,0,718,1,4915,11
25243,1,0,0,2,2,4,Female,28492,0,2342,0,0,0,0,4178,2,4659,3,32465,28
25243,2,0,0,2,2,4,Female,31517,0,6102,0,0,0,0,293,2,3711,2,46860,29
25309,1,0,0,3,2,4,Female,3535,0,0,0,0,20598,12,0,0,4125,5,52022,45
25309,2,0,0,3,2,4,Female,7754,0,0,0,0,22208,8,13,1,3202,3,49016,41
25311,1,0,0,3,4,4,Female,1888,0,0,0,0,0,0,0,0,6573,2,54471,27
25311,2,0,0,3,4,4,Female,963,0,0,0,0,0,0,0,0,2230,2,31118,31
25338,1,1,0,3,3,4,Female,4944,0,175,0,0,18027,2,0,0,6985,2,104512,35
25338,2,1,1,3,3,4,Female,3187,138,977,0,0,15024,2,0,0,3180,2,91932,34
25382,1,0,0,2,2,4,Male,21857,0,0,0,0,727,1,0,0,3437,1,11728,18
25382,2,0,0,2,2,4,Male,25863,0,0,2098,1,0,0,0,0,1584,1,5834,15
25385,1,0,0,1,2,1,Female,13995,0,814,0,0,0,0,805,2,689,1,39322,46
25385,2,0,0,1,2,1,Female,2150,0,706,0,0,0,0,574,2,654,1,74100,41
25395,1,0,0,1,4,1,Female,36178,0,0,0,0,61,2,0,0,14963,2,72498,33
25395,2,0,0,1,4,1,Female,53775,0,0,0,0,0,0,0,0,11767,3,81750,24
25428,1,1,0,3,2,2,Male,19634,0,11467,0,0,43451,5,0,0,1209,2,115236,32
25428,2,1,1,3,2,2,Male,10940,429,16047,0,0,27031,3,0,0,1029,1,89383,27
25432,1,0,0,3,4,4,Male,850,0,698,0,0,1261,1,19,1,1070,1,92751,39
25432,2,0,0,3,4,4,Male,4955,0,678,0,0,991,1,0,0,311,1,82224,32
25453,1,1,0,2,3,3,Female,5232,0,0,0,0,0,0,0,0,521,2,4480,9
25453,2,1,1,2,3,3,Female,20808,249,0,0,0,0,0,0,0,1153,1,2552,8
25462,1,0,0,3,3,2,Female,32831,0,10002,0,0,1469,1,0,0,3189,3,53715,33
25462,2,0,0,3,3,2,Female,38468,0,5556,0,0,913,1,0,0,3106,2,45137,41
25472,1,0,0,2,2,4,Male,36499,0,102,0,0,35665,2,4848,2,325,1,59007,21
25472,2,0,0,2,2,4,Male,38656,0,0,0,0,0,0,2252,2,517,2,18793,21
25492,1,0,0,3,2,4,Male,590,0,0,0,0,0,0,33,2,1839,1,13195,21
