panel_id,week,tg,ii,age,income,education,gender,t_kakao_talk,t_anipang,t_kakao_story,t_kakao_game,n_kakao_game,t_non_kakao_game,n_non_kakao_game,t_non_kakao_story,n_non_kakao_story,t_non_kakao_talk,n_non_kakao_talk,t_non_kakao,n_non_kakao
14072,2,0,0,2,2,3,Female,29725,0,0,0,0,0,0,6606,1,1642,3,41519,46
14076,1,0,0,5,4,2,Female,10265,0,144,0,0,0,0,0,0,1624,2,18339,15
14076,2,0,0,5,4,2,Female,5752,0,0,0,0,0,0,0,0,1571,1,8152,13
14077,1,0,0,5,4,4,Female,22179,0,0,0,0,0,0,0,0,1337,2,25992,19
14077,2,0,0,5,4,4,Female,14800,0,0,0,0,0,0,0,0,883,1,19438,15
14080,1,0,0,2,4,3,Male,57060,0,0,0,0,0,0,23488,1,1524,3,36657,27
14080,2,0,0,2,4,3,Male,22985,0,0,0,0,0,0,40899,1,25783,2,77840,29
14082,1,0,0,4,3,1,Female,1506,0,73,0,0,0,0,0,0,1340,2,16249,14
14082,2,0,0,4,3,1,Female,1274,0,100,0,0,0,0,4,1,19217,2,26812,20
14083,1,0,0,1,2,1,Female,8589,0,6449,0,0,1200,3,13794,1,2173,3,28622,31
14083,2,0,0,1,2,1,Female,28763,0,8387,0,0,6263,6,28010,2,12843,5,88565,48
14084,1,0,0,1,3,1,Male,572,0,3526,0,0,25,1,0,0,4756,1,36084,20
14084,2,0,0,1,3,1,Male,3623,0,4206,0,0,698,1,0,0,2868,1,30517,22
14108,1,0,0,2,2,3,Male,7264,0,276,0,0,38,1,4564,5,691,2,37552,41
14108,2,0,0,2,2,3,Male,668,0,46,0,0,75,1,613,5,5573,2,74684,29
14110,1,0,0,5,3,2,Male,0,0,0,0,0,0,0,0,0,649,1,3234,11
14110,2,0,0,5,3,2,Male,0,0,0,0,0,2773,2,0,0,171,1,6707,13
14185,1,1,0,3,3,4,Male,9692,0,7544,0,0,26394,5,0,0,2795,1,80211,32
14185,2,1,1,3,3,4,Male,6141,14338,5430,1118,1,30805,2,0,0,1713,1,58742,25
14199,1,0,0,4,3,2,Female,123,0,0,0,0,0,0,0,0,4995,1,25940,15
14199,2,0,0,4,3,2,Female,8427,0,0,0,0,0,0,0,0,5872,1,7323,13
14262,1,0,0,1,4,1,Male,5670,0,4868,0,0,0,0,0,0,2466,2,44367,11
14262,2,0,0,1,4,1,Male,5353,0,3652,0,0,1954,2,0,0,1191,2,13464,13
14312,1,0,0,1,3,1,Male,24528,0,0,0,0,0,0,33757,1,3463,1,103964,36
14312,2,0,0,1,3,1,Male,72521,0,0,0,0,0,0,16340,1,882,1,66454,33
14330,1,0,0,1,3,1,Male,2055,0,0,0,0,10610,5,0,0,1202,1,25704,20
14330,2,0,0,1,3,1,Male,17622,0,0,0,0,5154,1,0,0,2270,2,18277,21
14340,1,0,0,1,4,1,Male,28386,0,9053,0,0,5805,3,30,1,752,2,48545,23
14340,2,0,0,1,4,1,Male,46243,0,24422,0,0,589,3,0,0,176,3,45713,23
14343,1,0,0,1,4,1,Female,8577,0,846,0,0,10866,2,0,0,4099,2,180738,27
14343,2,0,0,1,4,1,Female,1485,0,867,0,0,10699,7,153,1,1256,3,120943,33
14358,1,0,0,1,4,1,Female,3668,0,627,0,0,3746,1,39,1,617,3,29934,28
14358,2,0,0,1,4,1,Female,1684,0,323,0,0,7056,1,3,1,904,3,22631,27
14359,1,0,0,1,4,1,Female,3668,0,627,0,0,3746,1,39,1,617,3,29934,28
14359,2,0,0,1,4,1,Female,1684,0,323,0,0,7056,1,3,1,904,3,22631,27
14374,1,0,0,1,3,1,Male,3715,0,0,0,0,21661,4,10155,1,2841,2,57741,32
14374,2,0,0,1,3,1,Male,2681,0,0,0,0,31932,6,8354,1,906,3,54101,39
14392,1,0,0,3,2,4,Female,33798,0,7523,0,0,106,1,8,1,3196,2,37440,37
14392,2,0,0,3,2,4,Female,27567,0,3996,0,0,0,0,33,1,7165,3,36121,35
14408,1,0,0,4,4,2,Female,4832,0,0,0,0,196,2,0,0,1225,1,7027,18
14408,2,0,0,4,4,2,Female,20333,0,379,0,0,0,0,59,1,421,1,2509,9
14448,1,0,0,1,4,1,Male,54984,0,286,0,0,0,0,64,1,10041,1,29090,15
14448,2,0,0,1,4,1,Male,16091,0,0,0,0,40,1,0,0,15606,3,46329,17
1445,1,0,0,3,2,4,Male,2977,0,0,0,0,0,0,0,0,1156,2,32937,18
1445,2,0,0,3,2,4,Male,26668,0,0,0,0,0,0,0,0,279,2,8132,16
14456,1,0,0,3,3,4,Female,3358,0,1353,0,0,0,0,1587,1,3175,3,29022,18
14456,2,0,0,3,3,4,Female,1253,0,2176,0,0,0,0,30,1,11304,3,33390,21
14475,1,0,0,3,2,4,Female,15280,0,0,0,0,267,1,1537,1,1398,1,9475,25
14475,2,0,0,3,2,4,Female,9437,0,0,0,0,6,1,649,1,1574,2,29106,27
14497,1,0,0,2,3,4,Female,13878,0,1858,0,0,229,1,374,1,1156,2,91885,41
14497,2,0,0,2,3,4,Female,25213,0,1680,0,0,0,0,162,1,1496,3,123903,41
14524,1,0,0,5,3,4,Female,2102,0,0,0,0,0,0,0,0,1998,1,16177,15
14524,2,0,0,5,3,4,Female,3129,0,0,0,0,0,0,0,0,35041,1,43015,18
14536,1,0,0,4,4,4,Male,5887,0,0,0,0,0,0,0,0,3284,4,21420,23
14536,2,0,0,4,4,4,Male,2545,0,0,0,0,0,0,0,0,4718,3,24877,28
14557,1,0,0,3,3,4,Male,559,0,0,0,0,3980,1,0,0,777,1,27904,14
14557,2,0,0,3,3,4,Male,143,0,0,0,0,3858,2,0,0,356,1,64680,23
14596,1,0,0,2,3,4,Female,8093,0,677,0,0,0,0,62,1,966,1,18786,19
14596,2,0,0,2,3,4,Female,29870,0,606,0,0,0,0,0,0,2199,1,9102,19
14649,1,0,0,5,3,2,Female,1999,0,154,0,0,0,0,0,0,1569,3,13927,18
14649,2,0,0,5,3,2,Female,673,0,25,0,0,251,1,0,0,1684,3,20314,31
14688,1,0,0,4,3,4,Female,1593,0,316,0,0,9205,2,0,0,3407,1,16427,19
14688,2,0,0,4,3,4,Female,1466,0,1373,0,0,13823,1,0,0,5402,1,37625,13
14701,1,0,0,5,3,2,Female,2102,0,0,0,0,0,0,0,0,1998,1,16177,15
14701,2,0,0,5,3,2,Female,3129,0,0,0,0,0,0,0,0,35041,1,43015,18
14714,1,0,0,3,3,4,Female,25841,0,10139,0,0,0,0,0,0,1508,2,16011,25
14714,2,0,0,3,3,4,Female,31668,0,6601,0,0,0,0,0,0,16013,2,27849,24
14740,1,0,0,4,2,2,Female,3380,0,0,0,0,1609,1,0,0,6844,1,22207,24
14740,2,0,0,4,2,2,Female,3482,0,0,0,0,2062,2,0,0,11821,1,23773,19
1479,1,1,0,4,4,4,Male,5619,0,223,0,0,1421,2,0,0,5091,2,48344,23
1479,2,1,1,4,4,4,Male,5435,133,0,0,0,1496,1,0,0,4432,2,62819,28
14811,1,1,0,4,4,2,Female,12600,0,0,0,0,181,1,0,0,4306,3,19033,23
14811,2,1,1,4,4,2,Female,21357,372,18,308,1,1552,5,0,0,4384,2,17703,28
14830,1,0,0,2,4,4,Female,9834,0,21,0,0,0,0,0,0,3807,3,16441,18
14830,2,0,0,2,4,4,Female,8366,0,0,0,0,0,0,0,0,1546,2,8059,18
14854,1,0,0,5,3,2,Female,1815,0,0,0,0,0,0,0,0,142,1,1059,8
14854,2,0,0,5,3,2,Female,3663,0,0,0,0,0,0,0,0,960,2,3006,12
14888,1,0,0,2,3,4,Female,8220,0,0,0,0,0,0,74,1,1814,1,4973,16
14888,2,0,0,2,3,4,Female,5065,0,0,0,0,0,0,9,1,1732,1,13257,13
14903,1,0,0,1,3,1,Male,24528,0,0,0,0,0,0,33757,1,3463,1,103964,36
14903,2,0,0,1,3,1,Male,72521,0,0,0,0,0,0,16340,1,882,1,66454,33
14917,1,0,0,1,3,1,Female,4034,0,3989,0,0,13820,15,169,1,1649,2,35405,45
14917,2,0,0,1,3,1,Female,2983,0,6320,0,0,16091,21,1823,2,1132,2,59171,51
14923,1,0,0,4,3,4,Female,0,0,0,0,0,0,0,0,0,1068,3,9398,12
14923,2,0,0,4,3,4,Female,0,0,0,0,0,60,1,0,0,16551,2,40373,20
1493,1,0,0,3,4,4,Male,761,0,0,0,0,0,0,1100,3,2161,3,5465,14
1493,2,0,0,3,4,4,Male,6212,0,0,0,0,0,0,20742,3,23058,3,87486,18
14948,1,0,0,4,4,4,Male,2673,0,909,0,0,0,0,0,0,5251,3,45318,25
14948,2,0,0,4,4,4,Male,849,0,0,0,0,0,0,0,0,5747,3,45242,19
14987,1,0,0,2,3,3,Female,8903,0,0,0,0,18046,1,0,0,847,2,29381,24
14987,2,0,0,2,3,3,Female,12740,0,0,0,0,11454,1,0,0,609,1,15583,20
15002,1,0,0,5,3,4,Male,0,0,0,0,0,4,1,0,0,2570,1,7273,11
15002,2,0,0,5,3,4,Male,0,0,0,0,0,0,0,0,0,911,1,3026,5
15064,1,0,0,1,3,1,Male,1713,0,167,0,0,0,0,20258,1,1201,1,62496,21
15064,2,0,0,1,3,1,Male,4714,0,484,0,0,0,0,14411,1,3759,1,70896,23
15106,1,0,0,5,2,4,Male,921,0,0,0,0,0,0,0,0,2517,3,12736,14
15106,2,0,0,5,2,4,Male,171,0,0,0,0,0,0,0,0,2851,2,19205,13
15115,1,0,0,1,3,1,Male,3715,0,0,0,0,21661,4,10155,1,2841,2,57741,32
15115,2,0,0,1,3,1,Male,2681,0,0,0,0,31932,6,8354,1,906,3,54101,39
15128,1,0,0,1,2,1,Female,7479,0,0,0,0,10869,4,1345,2,790,1,32760,27
15128,2,0,0,1,2,1,Female,6507,0,0,0,0,8485,2,2607,2,550,1,35976,24
15138,1,0,0,5,2,2,Male,333,0,0,0,0,0,0,0,0,29576,1,30714,10
15138,2,0,0,5,2,2,Male,48,0,0,0,0,0,0,0,0,33447,1,57225,4
15151,1,0,0,3,2,4,Male,0,0,0,0,0,0,0,15255,2,4835,2,29366,28
15151,2,0,0,3,2,4,Male,0,0,0,0,0,0,0,10,1,740,1,14520,7
15155,1,0,0,1,2,1,Male,84993,0,0,0,0,17,1,4328,2,7565,3,27144,27
15155,2,0,0,1,2,1,Male,30264,0,0,0,0,0,0,4605,2,2920,1,35698,15
15178,1,0,0,1,3,1,Male,24528,0,0,0,0,0,0,33757,1,3463,1,103964,36
15178,2,0,0,1,3,1,Male,72521,0,0,0,0,0,0,16340,1,882,1,66454,33
15182,1,0,0,1,3,1,Female,2827,0,1224,0,0,1180,2,0,0,5525,2,9462,20
15182,2,0,0,1,3,1,Female,0,0,0,0,0,0,0,0,0,0,0,3,1
15255,1,0,0,3,2,2,Female,1398,0,0,0,0,0,0,0,0,20370,1,30954,12
15255,2,0,0,3,2,2,Female,1908,0,12,0,0,0,0,0,0,10714,1,17636,8
15259,1,0,0,3,4,2,Female,11511,0,4029,0,0,0,0,0,0,3161,1,7495,12
15259,2,0,0,3,4,2,Female,5875,0,3518,0,0,24,1,0,0,726,1,4832,17
15291,1,0,0,1,3,1,Male,3715,0,0,0,0,21661,4,10155,1,2841,2,57741,32
15291,2,0,0,1,3,1,Male,2681,0,0,0,0,31932,6,8354,1,906,3,54101,39
15312,1,0,0,5,2,2,Male,333,0,0,0,0,0,0,0,0,29576,1,30714,10
15312,2,0,0,5,2,2,Male,48,0,0,0,0,0,0,0,0,33447,1,57225,4
15319,1,0,0,3,2,2,Male,3530,0,59,0,0,4677,2,0,0,663,3,48970,27
15319,2,0,0,3,2,2,Male,3119,0,373,632,1,2869,2,0,0,1694,2,36983,34
15350,1,0,0,1,3,1,Male,572,0,3526,0,0,25,1,0,0,4756,1,36084,20
15350,2,0,0,1,3,1,Male,3623,0,4206,0,0,698,1,0,0,2868,1,30517,22
15439,1,0,0,4,1,2,Male,1435,0,0,0,0,17656,1,0,0,2475,3,37812,21
15439,2,0,0,4,1,2,Male,3914,0,0,0,0,205,1,0,0,379,1,8727,21
1545,1,1,0,3,3,4,Male,9692,0,7544,0,0,26394,5,0,0,2795,1,80211,32
1545,2,1,1,3,3,4,Male,6141,14338,5430,1118,1,30805,2,0,0,1713,1,58742,25
1546,1,0,0,3,3,4,Male,5020,0,0,0,0,0,0,0,0,27937,2,72819,31
1546,2,0,0,3,3,4,Male,4957,0,0,0,0,0,0,0,0,6137,2,69115,25
15473,1,0,0,4,3,4,Male,3365,0,69,0,0,2559,3,0,0,3388,2,76217,37
15473,2,0,0,4,3,4,Male,2716,0,115,0,0,969,1,0,0,919,2,110919,32
15490,1,1,0,3,2,2,Female,17997,0,11031,0,0,556,2,0,0,2010,2,46645,37
15490,2,1,1,3,2,2,Female,16070,19982,9388,0,0,3686,2,0,0,1144,2,14787,35
15554,1,0,0,2,4,4,Female,49817,0,1289,0,0,0,0,0,0,1471,1,16237,20
15554,2,0,0,2,4,4,Female,20414,0,1058,0,0,0,0,0,0,1047,1,16456,18
15610,1,0,0,5,3,4,Female,23086,0,0,0,0,0,0,4,1,1472,1,5002,18
15610,2,0,0,5,3,4,Female,1056,0,1589,0,0,0,0,0,0,1093,1,4872,14
1564,1,0,0,3,2,4,Male,5643,0,0,0,0,1930,1,0,0,2796,1,23533,15
1564,2,0,0,3,2,4,Male,0,0,0,0,0,1247,2,0,0,582,1,67372,16
15642,1,0,0,3,3,4,Male,512,0,161,0,0,24583,8,7,1,564,2,36533,25
15642,2,0,0,3,3,4,Male,787,0,0,0,0,0,0,34,1,1407,2,6905,18
15643,1,0,0,2,2,3,Male,47373,0,1579,0,0,14,1,5733,1,876,2,26458,40
15643,2,0,0,2,2,3,Male,67196,0,843,0,0,0,0,3789,1,650,2,17847,31
15650,1,0,0,5,4,4,Female,22179,0,0,0,0,0,0,0,0,1337,2,25992,19
15650,2,0,0,5,4,4,Female,14800,0,0,0,0,0,0,0,0,883,1,19438,15
15675,1,0,0,4,4,4,Female,0,0,0,0,0,0,0,0,0,9648,1,21059,11
15675,2,0,0,4,4,4,Female,0,0,0,0,0,0,0,0,0,3938,1,10156,10
15687,1,0,0,3,4,4,Male,0,0,0,0,0,904,1,182,1,1667,1,16289,14
15687,2,0,0,3,4,4,Male,0,0,0,0,0,4965,1,7,1,3592,1,100799,31
15703,1,0,0,2,3,2,Female,1172,0,348,0,0,502,1,0,0,3982,2,69977,12
15703,2,0,0,2,3,2,Female,4510,0,8641,0,0,3548,2,0,0,33376,3,47766,32
15705,1,0,0,3,2,4,Female,3276,0,229,0,0,1032,3,17391,1,2133,2,36805,23
15705,2,0,0,3,2,4,Female,4266,0,1233,0,0,0,0,19289,1,3626,2,49518,31
15717,1,0,0,2,3,4,Female,31589,0,11440,0,0,0,0,4664,3,1906,2,52621,37
15717,2,0,0,2,3,4,Female,13706,0,7325,0,0,3,1,1854,3,1895,4,53797,43
15769,1,1,0,2,2,3,Female,78358,0,1826,0,0,0,0,3722,2,3400,3,27861,30
15769,2,1,1,2,2,3,Female,88289,47665,2781,420,1,1154,2,4584,1,616,2,40201,26
1578,1,0,0,4,3,4,Male,4675,0,0,0,0,0,0,0,0,5007,4,134507,29
1578,2,0,0,4,3,4,Male,2611,0,0,0,0,0,0,38,1,2471,4,100446,28
15787,1,0,0,2,2,3,Female,16354,0,0,0,0,2122,4,10957,1,2650,5,42338,43
15787,2,0,0,2,2,3,Female,29725,0,0,0,0,0,0,6606,1,1642,3,41519,46
15796,1,0,0,3,2,4,Male,12095,0,391,0,0,0,0,0,0,459,1,77229,27
15796,2,0,0,3,2,4,Male,10933,0,87,0,0,73,1,3095,1,878,1,43580,36
15808,1,0,0,2,2,3,Male,18315,0,95,0,0,23446,1,3719,2,1074,1,72247,35
15808,2,0,0,2,2,3,Male,12906,0,134,157,1,36577,1,3009,2,406,1,62101,38
15834,1,0,0,4,4,2,Female,24282,0,77,0,0,233,1,0,0,5527,5,33285,30
15834,2,0,0,4,4,2,Female,5691,0,120,0,0,0,0,34,1,6185,3,39458,29
15916,1,0,0,2,3,4,Female,49225,0,3162,0,0,0,0,0,0,21853,4,36035,22
15916,2,0,0,2,3,4,Female,48685,0,9294,0,0,0,0,0,0,1512,4,14307,25
15922,1,0,0,2,4,4,Male,1740,0,713,0,0,0,0,806,2,1800,3,69525,44
15922,2,0,0,2,4,4,Male,7919,0,1202,0,0,0,0,837,2,2152,4,52168,48
15945,1,0,0,3,3,4,Male,3120,0,0,0,0,201,1,0,0,688,1,3033,15
15945,2,0,0,3,3,4,Male,3521,0,0,0,0,141,1,0,0,1640,1,16430,12
15957,1,0,0,3,3,4,Male,2908,0,3658,0,0,0,0,439,1,3616,1,23496,26
15957,2,0,0,3,3,4,Male,4499,0,3496,0,0,0,0,706,1,9132,1,44612,24
15996,1,0,0,3,3,4,Male,12072,0,0,0,0,433,1,0,0,1165,1,37754,30
15996,2,0,0,3,3,4,Male,8876,0,0,0,0,0,0,0,0,3463,2,49954,24
16015,1,0,0,1,3,1,Male,1713,0,167,0,0,0,0,20258,1,1201,1,62496,21
16015,2,0,0,1,3,1,Male,4714,0,484,0,0,0,0,14411,1,3759,1,70896,23
16017,1,0,0,3,3,4,Male,4612,0,0,0,0,0,0,15,1,34568,2,41630,16
16017,2,0,0,3,3,4,Male,7695,0,0,0,0,0,0,2879,1,829,1,7472,11
16022,1,0,0,2,2,4,Male,31393,0,1701,0,0,4945,2,308,2,1578,1,20321,36
16022,2,0,0,2,2,4,Male,18469,0,6314,0,0,695,1,677,1,3357,1,36582,30
16076,1,1,0,3,3,4,Female,15718,0,6384,0,0,34749,5,2594,1,4957,1,69832,31
16076,2,1,1,3,3,4,Female,13036,10,3707,0,0,23959,3,815,1,2570,1,82581,27
16085,1,0,0,3,4,4,Female,2122,0,2803,0,0,377,1,8343,1,6319,5,40328,24
16085,2,0,0,3,4,4,Female,2384,0,1520,0,0,0,0,5674,1,8976,3,52822,26
16092,1,0,0,4,3,4,Male,0,0,0,0,0,0,0,4483,2,3427,2,71692,29
16092,2,0,0,4,3,4,Male,0,0,0,0,0,0,0,1728,2,6579,2,98486,26
16105,1,0,0,4,3,4,Male,1735,0,3196,0,0,0,0,0,0,2437,2,179511,20
16105,2,0,0,4,3,4,Male,1795,0,2228,0,0,0,0,0,0,2207,2,159568,19
16145,1,0,0,1,1,2,Female,25883,0,0,0,0,0,0,0,0,530,1,40648,26
16145,2,0,0,1,1,2,Female,19568,0,0,0,0,931,3,221,1,398,1,14667,26
16152,1,0,0,4,4,4,Male,0,0,0,0,0,150,2,0,0,5080,1,10971,13
16152,2,0,0,4,4,4,Male,787,0,12,0,0,1146,2,0,0,7515,1,15493,13
16163,1,0,0,3,4,4,Female,17636,0,8667,0,0,308,1,2118,1,1676,2,10594,30
16163,2,0,0,3,4,4,Female,14161,0,7560,0,0,406,2,1009,1,910,1,11831,26
16168,1,0,0,3,4,4,Female,5875,0,7978,0,0,0,0,27,1,2304,5,7521,24
16168,2,0,0,3,4,4,Female,10297,0,10775,0,0,0,0,253,1,3364,2,15655,31
16295,1,0,0,1,3,1,Male,24528,0,0,0,0,0,0,33757,1,3463,1,103964,36
16295,2,0,0,1,3,1,Male,72521,0,0,0,0,0,0,16340,1,882,1,66454,33
16318,1,0,0,4,3,4,Male,2824,0,78,0,0,0,0,0,0,18146,2,26224,31
16318,2,0,0,4,3,4,Male,1885,0,7,0,0,0,0,0,0,2536,4,8737,23
16349,1,0,0,4,4,4,Female,6595,0,0,0,0,0,0,0,0,9853,1,151817,26
16349,2,0,0,4,4,4,Female,21799,0,0,0,0,0,0,0,0,8324,1,169300,26
16360,1,0,0,2,3,3,Male,4073,0,734,0,0,3123,1,6,1,617,2,4842,13
16360,2,0,0,2,3,3,Male,3877,0,837,0,0,0,0,0,0,908,2,2684,17
16364,1,0,0,2,4,3,Female,15961,0,0,0,0,0,0,0,0,1921,2,12682,17
16364,2,0,0,2,4,3,Female,44857,0,0,0,0,0,0,0,0,11827,2,20405,20
16383,1,0,0,2,2,3,Male,18623,0,118,0,0,0,0,6861,1,1100,2,44578,27
16383,2,0,0,2,2,3,Male,27163,0,254,0,0,922,1,9266,1,353,1,58062,28
16462,1,0,0,1,1,1,Male,96780,0,446,0,0,4560,4,24663,3,350,4,196464,43
16462,2,0,0,1,1,1,Male,128577,0,350,0,0,5670,2,36430,3,10720,5,165599,45
16473,1,0,0,5,4,2,Male,30,0,0,0,0,107,1,0,0,50,1,471,8
16473,2,0,0,5,4,2,Male,106,0,0,0,0,120,1,0,0,36,1,11204,14
16509,1,0,0,5,3,4,Female,1599,0,51945,0,0,0,0,35318,1,2087,1,89252,14
16509,2,0,0,5,3,4,Female,2720,0,34012,0,0,12,1,28419,1,3211,1,53641,14
16548,1,0,0,1,3,1,Male,1713,0,167,0,0,0,0,20258,1,1201,1,62496,21
16548,2,0,0,1,3,1,Male,4714,0,484,0,0,0,0,14411,1,3759,1,70896,23
16562,1,0,0,1,3,1,Male,3715,0,0,0,0,21661,4,10155,1,2841,2,57741,32
16562,2,0,0,1,3,1,Male,2681,0,0,0,0,31932,6,8354,1,906,3,54101,39
16582,1,0,0,5,4,4,Male,3610,0,0,0,0,0,0,0,0,5376,2,14931,21
16582,2,0,0,5,4,4,Male,3895,0,725,0,0,0,0,0,0,4055,2,13869,15
16594,1,0,0,2,4,4,Female,22931,0,0,0,0,15,1,4,1,2615,2,12931,25
16594,2,0,0,2,4,4,Female,13976,0,0,0,0,0,0,0,0,3009,2,14608,28
166,1,0,0,4,4,4,Male,2520,0,0,0,0,0,0,0,0,8133,3,64722,40
166,2,0,0,4,4,4,Male,3393,0,0,0,0,225,1,22,1,4490,4,41620,63
16615,1,0,0,3,4,4,Male,15431,0,0,0,0,0,0,2389,1,37343,1,60379,14
16615,2,0,0,3,4,4,Male,5708,0,0,0,0,0,0,10563,1,23823,2,46040,15
1662,1,0,0,4,3,4,Male,3734,0,0,0,0,893,1,4645,1,7897,4,70425,28
1662,2,0,0,4,3,4,Male,9514,0,0,0,0,2718,1,4603,1,8508,2,91618,27
16664,1,0,0,3,3,4,Female,6093,0,4212,0,0,3377,1,0,0,4191,1,19879,21
16664,2,0,0,3,3,4,Female,4903,0,3925,0,0,5704,1,0,0,2060,1,24914,22
16670,1,0,0,2,4,3,Male,23563,0,0,0,0,0,0,0,0,8466,3,36724,19
16670,2,0,0,2,4,3,Male,57485,0,0,0,0,0,0,1432,1,5649,3,18210,21
1668,1,0,0,5,4,4,Male,12866,0,3415,0,0,17437,1,0,0,8055,1,40782,21
1668,2,0,0,5,4,4,Male,10813,0,2544,0,0,10833,1,0,0,2855,1,39585,25
1827,1,0,0,4,4,4,Male,17250,0,8091,0,0,1694,2,13960,2,6281,2,245765,34
1827,2,0,0,4,4,4,Male,27006,0,3460,0,0,0,0,2750,1,5712,1,240253,19
1895,1,0,0,4,4,4,Male,3270,0,0,0,0,0,0,1289,2,4420,2,58137,50
1895,2,0,0,4,4,4,Male,10486,0,0,0,0,0,0,1443,2,7273,1,42430,36
1906,1,0,0,3,3,4,Male,15619,0,1963,0,0,0,0,0,0,4007,1,7367,10
1906,2,0,0,3,3,4,Male,3954,0,7149,0,0,0,0,0,0,2400,1,8682,11
1932,1,0,0,2,2,3,Female,19121,0,392,0,0,0,0,15687,1,1280,1,62404,25
1932,2,0,0,2,2,3,Female,17586,0,0,0,0,0,0,13104,1,1068,1,24333,24
2013,1,0,0,3,3,4,Male,0,0,0,0,0,0,0,0,0,3115,1,73738,17
2013,2,0,0,3,3,4,Male,0,0,0,0,0,0,0,0,0,6858,1,33346,14
2024,1,0,0,3,3,4,Male,860,0,222,0,0,26146,8,6,1,3116,2,94059,54
2024,2,0,0,3,3,4,Male,438,0,0,0,0,30849,10,0,0,2088,2,78412,37
2029,1,0,0,4,3,4,Male,761,0,359,0,0,12510,3,0,0,8367,2,32954,22
2029,2,0,0,4,3,4,Male,2296,0,288,0,0,9625,11,11,1,3570,2,37971,51
2069,1,0,0,3,4,4,Male,571,0,0,0,0,0,0,2615,1,29234,3,57914,20
2069,2,0,0,3,4,4,Male,1461,0,0,0,0,0,0,3159,1,4327,2,35080,22
2073,1,0,0,3,3,4,Male,0,0,0,0,0,0,0,0,0,155,1,50125,10
2073,2,0,0,3,3,4,Male,0,0,0,0,0,0,0,0,0,0,0,1812,12
2089,1,1,0,3,3,4,Female,4944,0,175,0,0,18027,2,0,0,6985,2,104512,35
2089,2,1,1,3,3,4,Female,3187,138,977,0,0,15024,2,0,0,3180,2,91932,34
2106,1,0,0,4,3,2,Male,0,0,0,0,0,35458,1,0,0,1925,1,56170,30
2106,2,0,0,4,3,2,Male,0,0,0,0,0,7896,1,0,0,14086,1,78888,25
2124,1,0,0,3,2,4,Male,18944,0,1657,0,0,7570,1,89,1,2012,1,35714,41
2124,2,0,0,3,2,4,Male,3672,0,1962,0,0,18613,1,172,1,1029,3,57226,34
21662,1,0,0,2,2,2,Female,34161,0,4625,0,0,8555,1,43515,6,3257,4,117791,47
21662,2,0,0,2,2,2,Female,57974,0,4763,0,0,10370,1,23683,5,1011,3,65509,37
21692,1,0,0,3,3,4,Female,6093,0,4212,0,0,3377,1,0,0,4191,1,19879,21
21692,2,0,0,3,3,4,Female,4903,0,3925,0,0,5704,1,0,0,2060,1,24914,22
21733,1,0,0,1,3,1,Male,132,0,681,0,0,912,4,0,0,107,2,10207,14
21733,2,0,0,1,3,1,Male,1723,0,247,0,0,9897,9,0,0,12,1,115831,26
21789,1,0,0,1,2,1,Female,6576,0,4397,0,0,2294,2,0,0,1758,3,8937,23
21789,2,0,0,1,2,1,Female,2985,0,3139,0,0,465,1,0,0,545,2,33256,23
2180,1,0,0,4,3,2,Male,18245,0,254,0,0,18449,1,148,1,2379,2,29482,26
2180,2,0,0,4,3,2,Male,41580,0,970,0,0,107791,3,0,0,5811,2,148853,34
21812,1,0,0,3,3,4,Female,34685,0,0,0,0,0,0,2752,2,7305,4,50935,35
21812,2,0,0,3,3,4,Female,14993,0,0,0,0,0,0,8928,2,4769,4,43750,26
21817,1,0,0,2,4,4,Female,14408,0,0,0,0,204,3,0,0,7318,1,52214,45
21817,2,0,0,2,4,4,Female,14470,0,0,542,2,259,2,0,0,11596,1,44755,26
21868,1,0,0,3,4,4,Female,11511,0,4029,0,0,0,0,0,0,3161,1,7495,12
21868,2,0,0,3,4,4,Female,5875,0,3518,0,0,24,1,0,0,726,1,4832,17
21949,1,0,0,4,3,4,Male,147,0,0,0,0,12,1,0,0,1048,1,10878,32
21949,2,0,0,4,3,4,Male,525,0,0,0,0,0,0,0,0,20165,2,24893,25
21978,1,0,0,3,4,4,Female,2543,0,3211,0,0,0,0,0,0,984,2,29441,12
21978,2,0,0,3,4,4,Female,3598,0,2956,0,0,0,0,0,0,559,3,25147,15
21989,1,0,0,2,2,3,Male,63081,0,0,0,0,6155,3,2807,1,1450,6,34561,24
21989,2,0,0,2,2,3,Male,63762,0,0,0,0,694,2,6931,3,2324,3,46207,26
21990,1,0,0,2,2,1,Male,12634,0,0,0,0,0,0,701,2,2760,3,31315,22
21990,2,0,0,2,2,1,Male,44610,0,0,0,0,0,0,157,1,83,2,59559,20
21991,1,0,0,3,4,4,Female,10870,0,0,0,0,0,0,0,0,1020,1,9802,15
21991,2,0,0,3,4,4,Female,11956,0,0,0,0,0,0,0,0,587,1,13532,11
2200,1,0,0,3,3,4,Male,2691,0,0,0,0,0,0,0,0,723,2,118548,15
2200,2,0,0,3,3,4,Male,1408,0,0,0,0,0,0,0,0,579,2,117724,16
22009,1,0,0,4,4,4,Male,64,0,0,0,0,0,0,0,0,9893,1,67663,15
22009,2,0,0,4,4,4,Male,30,0,0,0,0,0,0,0,0,2127,1,2814,8
22013,1,0,0,2,2,4,Female,31087,0,0,0,0,0,0,528,2,1105,2,22849,27
